experiment,model,seed,fold,test_subject,train_subjects,val_subjects,n_train,n_val,n_test,best_epoch,best_val_loss,accuracy,balanced_accuracy,macro_f1,kappa,macro_auc_ovo,confusion_matrix
clean_loso,eegnet,42,1,1,"3,4,5,6,7,8,9",2,4032,576,576,1,1.389822906917996,0.25,0.25,0.1,0.0,0.6177461098251028,"[[0,144,0,0],[0,144,0,0],[0,144,0,0],[0,144,0,0]]"
