subject,balanced_accuracy_mean,balanced_accuracy_std
4,0.5331896551724139,0.02383362901282939
7,0.6978448275862068,0.03301468957126076
6,0.49636699507389165,0.02164686950021657
2,0.395628078817734,0.031043888831834458
5,0.3958128078817734,0.04443091357597607
1,0.6774630541871922,0.028460401953614482
3,0.7254310344827586,0.035070099112776275
8,0.7184729064039409,0.03315336354473544
9,0.6993842364532019,0.036782582766994455
